t (Gyr) =   0.0005
M/Ms  Teff     L/Ls   g    R/Rs   Li/Li0        F33        F33B         F41        F45B         F47         F51         FHa         F57        F63B         F67         F75         F78         F82        F82B         F89       G_RSV           G        G_BP        G_RP
 0.010  2387.   -2.47  3.38  0.339    1.000  18.562  18.562  18.033  17.470  17.525  16.761  15.253  16.897  15.540  14.715  12.506  12.611  11.505  11.744  10.700  11.657  13.412  16.986  11.823  
 0.015  2514.   -2.21  3.38  0.413    1.000  17.078  17.078  16.437  16.059  16.145  15.458  14.140  15.636  14.409  13.614  11.399  11.548  10.563  10.784   9.851  10.635  12.473  15.708  10.921  
 0.020  2594.   -2.05  3.40  0.466    1.000  16.282  16.282  15.580  15.254  15.343  14.693  13.446  14.856  13.715  12.945  10.766  10.923  10.010  10.220   9.353  10.039  11.915  14.933  10.387  
 0.030  2668.   -1.79  3.36  0.599    1.000  15.286  15.286  14.537  14.263  14.363  13.743  12.524  13.870  12.800  12.056   9.931  10.088   9.233   9.434   8.618   9.236  11.127  13.954   9.622  
 0.040  2733.   -1.66  3.40  0.661    1.000  14.749  14.749  13.969  13.689  13.774  13.174  11.956  13.245  12.243  11.525   9.467   9.618   8.817   9.009   8.242   8.793  10.698  13.358   9.214  
 0.050  2762.   -1.48  3.34  0.791    1.000  14.195  14.195  13.398  13.152  13.251  12.663  11.463  12.736  11.751  11.039   8.993   9.146   8.357   8.547   7.792   8.332  10.234  12.839   8.757  
 0.060  2808.   -1.40  3.37  0.841    1.000  13.863  13.863  13.050  12.798  12.885  12.311  11.113  12.354  11.408  10.712   8.709   8.857   8.099   8.285   7.559   8.061   9.967  12.473   8.504  
 0.070  2835.   -1.33  3.37  0.900    1.000  13.624  13.624  12.805  12.554  12.637  12.073  10.887  12.115  11.182  10.491   8.497   8.647   7.897   8.082   7.365   7.858   9.762  12.233   8.304  
 0.072  2832.   -1.29  3.35  0.937    1.000  13.543  13.543  12.724  12.482  12.572  12.007  10.824  12.056  11.118  10.425   8.424   8.576   7.821   8.007   7.286   7.785   9.687  12.168   8.228  
 0.075  2836.   -1.27  3.34  0.966    1.000  13.460  13.460  12.640  12.403  12.495  11.932  10.752  11.984  11.046  10.353   8.351   8.504   7.749   7.934   7.214   7.714   9.614  12.093   8.155  
 0.080  2837.   -1.20  3.31  1.040    1.000  13.290  13.290  12.467  12.246  12.347  11.786  10.613  11.849  10.906  10.210   8.199   8.355   7.596   7.782   7.058   7.565   9.463  11.948   8.002  
 0.090  2864.   -1.13  3.31  1.101    1.000  13.077  13.077  12.248  12.030  12.128  11.577  10.417  11.641  10.710  10.018   8.015   8.173   7.420   7.605   6.889   7.388   9.284  11.738   7.827  
 0.100  2925.   -1.15  3.41  1.033    1.000  13.009  13.009  12.168  11.909  11.972  11.440  10.289  11.469  10.587   9.916   7.969   8.117   7.402   7.582   6.902   7.354   9.252  11.593   7.815  
 0.110  2945.   -1.07  3.38  1.115    1.000  12.767  12.767  11.915  11.662  11.726  11.200  10.060  11.230  10.357   9.691   7.754   7.902   7.194   7.373   6.701   7.146   9.041  11.351   7.608  
 0.130  3006.   -0.93  3.34  1.270    1.000  12.277  12.277  11.384  11.133  11.188  10.680   9.561  10.694   9.859   9.208   7.318   7.460   6.781   6.955   6.311   6.724   8.614  10.821   7.197  
 0.150  3076.   -0.79  3.31  1.412    1.000  11.861  11.861  10.858  10.595  10.631  10.145   9.029  10.095   9.324   8.703   6.910   7.025   6.397   6.564   5.963   6.320   8.202  10.257   6.815  
 0.170  3139.   -0.67  3.28  1.565    1.000  11.490  11.490  10.439  10.148  10.163   9.690   8.579   9.600   8.870   8.270   6.550   6.648   6.056   6.217   5.647   5.967   7.838   9.787   6.473  
 0.200  3220.   -0.54  3.26  1.728    1.000  11.092  11.092  10.023   9.679   9.658   9.201   8.097   9.070   8.385   7.808   6.172   6.252   5.701   5.855   5.319   5.601   7.453   9.286   6.115  
 0.300  3460.   -0.20  3.23  2.203    1.000  10.061  10.061   8.929   8.370   8.231   7.828   6.734   7.525   6.990   6.498   5.182   5.182   4.771   4.900   4.473   4.642   6.388   7.856   5.158  
 0.400  3670.   -0.05  3.30  2.338    1.000   9.452   9.452   8.306   7.551   7.320   6.968   5.857   6.482   6.079   5.670   4.682   4.604   4.326   4.427   4.089   4.180   5.763   6.920   4.660  
 0.500  3848.    0.07  3.36  2.444    1.000   8.788   8.788   7.687   6.835   6.560   6.241   5.114   5.639   5.318   4.972   4.255   4.141   3.951   4.028   3.753   3.810   5.202   6.132   4.223  
 0.600  3987.    0.16  3.41  2.524    1.000   8.286   8.286   7.248   6.384   6.100   5.790   4.639   5.149   4.852   4.528   3.975   3.854   3.703   3.768   3.524   3.568   4.835   5.650   3.931  
 0.700  4110.    0.26  3.43  2.657    1.000   7.752   7.752   6.818   6.038   5.743   5.518   4.188   4.755   4.439   4.107   3.686   3.560   3.432   3.492   3.266   3.301   4.490   5.254   3.625  
 0.800  4221.    0.35  3.44  2.805    1.000   7.233   7.233   6.390   5.644   5.361   5.131   3.822   4.393   4.086   3.765   3.418   3.298   3.183   3.237   3.027   3.058   4.173   4.876   3.351  
 0.900  4315.    0.43  3.45  2.944    1.000   6.791   6.791   6.027   5.316   5.043   4.812   3.544   4.105   3.810   3.499   3.190   3.075   2.970   3.020   2.821   2.849   3.914   4.574   3.124  
 1.000  4397.    0.50  3.46  3.079    1.000   6.433   6.433   5.722   5.039   4.773   4.544   3.322   3.866   3.583   3.282   2.992   2.881   2.782   2.829   2.640   2.664   3.695   4.324   2.929  
 1.100  4471.    0.57  3.47  3.209    1.000   6.100   6.100   5.449   4.794   4.540   4.304   3.128   3.657   3.384   3.092   2.817   2.709   2.615   2.659   2.478   2.500   3.501   4.105   2.756  
 1.200  4537.    0.63  3.47  3.344    1.000   5.800   5.800   5.200   4.570   4.327   4.083   2.950   3.466   3.202   2.918   2.652   2.548   2.457   2.501   2.326   2.346   3.323   3.905   2.594  
 1.300  4596.    0.68  3.47  3.469    1.000   5.538   5.538   4.983   4.373   4.140   3.890   2.795   3.297   3.042   2.765   2.507   2.406   2.318   2.360   2.190   2.208   3.165   3.729   2.451  
 1.400  4647.    0.74  3.47  3.601    1.000   5.305   5.305   4.786   4.194   3.969   3.713   2.650   3.142   2.893   2.621   2.371   2.271   2.186   2.226   2.061   2.078   3.018   3.567   2.316  
----------------------------------------------------------------------------------------------------------------------------------------
t (Gyr) =   0.0010
M/Ms  Teff     L/Ls   g    R/Rs   Li/Li0        F33        F33B         F41        F45B         F47         F51         FHa         F57        F63B         F67         F75         F78         F82        F82B         F89       G_RSV           G        G_BP        G_RP
 0.010  2345.   -2.70  3.57  0.271    1.000  19.861  19.861  19.392  18.467  18.442  17.621  15.901  17.598  16.216  15.391  13.257  13.328  12.183  12.427  11.349  12.342  14.083  17.766  12.483  
 0.015  2504.   -2.42  3.59  0.326    1.000  17.882  17.882  17.277  16.717  16.733  16.034  14.678  16.185  14.952  14.156  11.946  12.094  11.097  11.321  10.384  11.163  13.011  16.295  11.456  
 0.020  2598.   -2.25  3.60  0.372    1.000  16.922  16.922  16.237  15.774  15.806  15.150  13.870  15.271  14.145  13.381  11.220  11.375  10.471  10.680   9.824  10.484  12.376  15.392  10.851  
 0.030  2710.   -1.98  3.58  0.467    1.000  15.731  15.731  14.977  14.593  14.632  14.019  12.760  14.057  13.051  12.331  10.278  10.423   9.617   9.812   9.041   9.587  11.502  14.207  10.015  
 0.040  2779.   -1.81  3.58  0.536    1.000  15.064  15.064  14.277  13.911  13.945  13.356  12.114  13.356  12.414  11.719   9.734   9.870   9.115   9.302   8.578   9.064  10.985  13.520   9.521  
 0.050  2824.   -1.65  3.54  0.628    1.000  14.495  14.495  13.691  13.357  13.399  12.827  11.605  12.821  11.907  11.223   9.264   9.400   8.666   8.849   8.146   8.611  10.528  12.981   9.075  
 0.060  2864.   -1.53  3.52  0.702    1.000  14.089  14.089  13.276  12.962  13.005  12.449  11.251  12.450  11.552  10.875   8.927   9.066   8.343   8.524   7.833   8.287  10.199  12.602   8.754  
 0.070  2897.   -1.41  3.50  0.781    1.000  13.724  13.724  12.904  12.610  12.658  12.115  10.938  12.125  11.238  10.565   8.622   8.765   8.048   8.228   7.546   7.995   9.902  12.267   8.461  
 0.072  2896.   -1.39  3.49  0.803    1.000  13.670  13.670  12.849  12.560  12.610  12.067  10.891  12.080  11.191  10.517   8.571   8.714   7.996   8.176   7.492   7.943   9.850  12.220   8.408  
 0.075  2897.   -1.36  3.48  0.829    1.000  13.591  13.591  12.769  12.485  12.538  11.996  10.823  12.012  11.122  10.448   8.499   8.643   7.924   8.104   7.420   7.873   9.778  12.149   8.336  
 0.080  2898.   -1.31  3.45  0.877    1.000  13.466  13.466  12.641  12.366  12.425  11.883  10.714  11.906  11.012  10.337   8.383   8.529   7.807   7.988   7.301   7.758   9.662  12.037   8.219  
 0.090  2908.   -1.23  3.43  0.959    1.000  13.233  13.233  12.403  12.138  12.201  11.663  10.503  11.692  10.801  10.126   8.171   8.319   7.598   7.779   7.093   7.551   9.452  11.817   8.010  
 0.100  2936.   -1.17  3.44  1.002    1.000  13.034  13.034  12.191  11.920  11.975  11.446  10.296  11.466  10.594   9.928   7.997   8.141   7.434   7.613   6.942   7.382   9.282  11.596   7.849  
 0.110  2955.   -1.10  3.41  1.079    1.000  12.805  12.805  11.951  11.686  11.741  11.218  10.078  11.238  10.376   9.714   7.792   7.936   7.236   7.414   6.750   7.183   9.080  11.367   7.651  
 0.130  3012.   -0.96  3.38  1.214    1.000  12.351  12.351  11.453  11.188  11.234  10.729   9.609  10.731   9.907   9.262   7.387   7.524   6.853   7.027   6.391   6.792   8.683  10.868   7.271  
 0.150  3078.   -0.85  3.37  1.327    1.000  11.973  11.973  10.974  10.697  10.725  10.242   9.129  10.186   9.423   8.806   7.023   7.133   6.512   6.678   6.083   6.431   8.314  10.354   6.931  
 0.170  3142.   -0.73  3.34  1.465    1.000  11.601  11.601  10.558  10.255  10.261   9.792   8.685   9.697   8.976   8.379   6.669   6.762   6.177   6.337   5.773   6.085   7.956   9.889   6.595  
 0.200  3226.   -0.66  3.38  1.503    1.000  11.321  11.321  10.272   9.906   9.871   9.421   8.324   9.280   8.612   8.043   6.427   6.498   5.959   6.112   5.587   5.854   7.704   9.505   6.374  
 0.300  3428.   -0.48  3.49  1.636    1.000  10.635  10.635   9.569   9.042   8.915   8.515   7.428   8.240   7.696   7.197   5.837   5.848   5.419   5.553   5.117   5.294   7.055   8.552   5.814  
 0.400  3634.   -0.32  3.55  1.753    1.000  10.031  10.031   8.937   8.195   7.970   7.614   6.462   7.118   6.705   6.292   5.307   5.232   4.948   5.051   4.711   4.804   6.390   7.552   5.284  
 0.500  3802.   -0.18  3.59  1.870    1.000   9.443   9.443   8.369   7.541   7.273   6.955   5.814   6.372   6.034   5.675   4.895   4.788   4.577   4.661   4.373   4.436   5.876   6.852   4.867  
 0.600  3955.   -0.07  3.63  1.971    1.000   8.882   8.882   7.860   7.001   6.717   6.414   5.259   5.781   5.477   5.148   4.549   4.431   4.268   4.338   4.086   4.134   5.434   6.277   4.510  
 0.700  4078.    0.04  3.64  2.096    1.000   8.356   8.356   7.417   6.618   6.322   6.089   4.790   5.349   5.036   4.704   4.240   4.116   3.979   4.042   3.811   3.850   5.065   5.847   4.185  
 0.800  4192.    0.13  3.66  2.200    1.000   7.857   7.857   7.006   6.248   5.956   5.740   4.415   4.988   4.678   4.353   3.980   3.858   3.738   3.795   3.582   3.615   4.752   5.475   3.916  
 0.900  4290.    0.21  3.66  2.310    1.000   7.402   7.402   6.632   5.908   5.626   5.408   4.119   4.685   4.385   4.071   3.747   3.630   3.520   3.573   3.372   3.401   4.482   5.158   3.681  
 1.000  4377.    0.28  3.67  2.416    1.000   7.017   7.017   6.309   5.614   5.341   5.123   3.880   4.430   4.143   3.838   3.540   3.428   3.325   3.375   3.184   3.210   4.251   4.891   3.477  
 1.100  4456.    0.35  3.68  2.520    1.000   6.665   6.665   6.018   5.352   5.090   4.868   3.672   4.207   3.930   3.635   3.355   3.247   3.150   3.196   3.015   3.037   4.046   4.657   3.294  
 1.200  4529.    0.41  3.68  2.612    0.999   6.353   6.353   5.762   5.124   4.873   4.645   3.494   4.014   3.747   3.461   3.194   3.090   2.996   3.041   2.867   2.887   3.867   4.454   3.135  
 1.300  4596.    0.47  3.69  2.710    0.998   6.064   6.064   5.523   4.910   4.669   4.434   3.327   3.832   3.575   3.296   3.039   2.938   2.848   2.891   2.723   2.741   3.698   4.263   2.982  
 1.400  4658.    0.52  3.69  2.797    0.998   5.814   5.814   5.316   4.723   4.492   4.251   3.182   3.674   3.425   3.153   2.903   2.805   2.718   2.760   2.598   2.614   3.550   4.097   2.849  
----------------------------------------------------------------------------------------------------------------------------------------
t (Gyr) =   0.0020
M/Ms  Teff     L/Ls   g    R/Rs   Li/Li0        F33        F33B         F41        F45B         F47         F51         FHa         F57        F63B         F67         F75         F78         F82        F82B         F89       G_RSV           G        G_BP        G_RP
 0.010  2236.   -2.96  3.75  0.220    1.000  22.083  22.083  21.621  20.041  19.955  19.024  16.822  18.663  17.194  16.363  14.433  14.398  13.151  13.403  12.228  13.334  15.020  18.899  13.395  
 0.015  2452.   -2.65  3.78  0.262    1.000  19.100  19.100  18.578  17.698  17.649  16.906  15.426  17.009  15.716  14.906  12.710  12.844  11.777  12.012  11.025  11.871  13.693  17.152  12.121  
 0.020  2571.   -2.46  3.79  0.298    1.000  17.819  17.819  17.188  16.528  16.501  15.827  14.499  15.938  14.778  14.004  11.832  11.987  11.045  11.261  10.381  11.068  12.957  16.082  11.421  
 0.030  2707.   -2.14  3.74  0.387    1.000  16.291  16.291  15.559  15.067  15.066  14.450  13.173  14.472  13.467  12.746  10.695  10.839  10.030  10.225   9.456   9.994  11.918  14.643  10.430  
 0.040  2784.   -1.90  3.68  0.481    1.000  15.335  15.335  14.556  14.138  14.150  13.562  12.310  13.546  12.613  11.922   9.948  10.081   9.332   9.518   8.800   9.275  11.201  13.725   9.739  
 0.050  2829.   -1.72  3.62  0.574    1.000  14.709  14.709  13.911  13.538  13.562  12.991  11.762  12.972  12.066  11.385   9.437   9.570   8.841   9.024   8.326   8.781  10.702  13.144   9.251  
 0.060  2867.   -1.58  3.57  0.661    1.000  14.229  14.229  13.420  13.080  13.111  12.556  11.351  12.545  11.654  10.980   9.042   9.177   8.458   8.639   7.953   8.400  10.314  12.706   8.870  
 0.070  2902.   -1.45  3.54  0.743    1.000  13.829  13.829  13.010  12.695  12.733  12.191  11.009  12.189  11.311  10.641   8.710   8.849   8.139   8.318   7.642   8.081   9.990  12.341   8.552  
 0.072  2907.   -1.43  3.53  0.761    1.000  13.757  13.757  12.935  12.624  12.663  12.123  10.944  12.122  11.246  10.577   8.648   8.787   8.078   8.257   7.582   8.021   9.929  12.272   8.492  
 0.075  2914.   -1.40  3.52  0.785    1.000  13.657  13.657  12.832  12.526  12.565  12.028  10.855  12.029  11.156  10.489   8.562   8.701   7.994   8.173   7.501   7.937   9.844  12.177   8.408  
 0.080  2924.   -1.35  3.51  0.827    1.000  13.498  13.498  12.667  12.369  12.410  11.876  10.712  11.881  11.012  10.347   8.424   8.563   7.860   8.038   7.369   7.802   9.707  12.026   8.274  
 0.090  2934.   -1.26  3.48  0.904    1.000  13.265  13.265  12.428  12.140  12.185  11.655  10.499  11.664  10.798  10.134   8.212   8.352   7.651   7.829   7.162   7.594   9.497  11.804   8.066  
 0.100  2972.   -1.26  3.54  0.890    1.000  13.161  13.161  12.312  11.996  12.021  11.504  10.359  11.493  10.660  10.010   8.128   8.260   7.583   7.758   7.115   7.517   9.419  11.648   8.001  
 0.110  2996.   -1.21  3.55  0.922    1.000  12.989  12.989  12.131  11.810  11.828  11.319  10.185  11.303  10.487   9.845   7.981   8.110   7.445   7.619   6.989   7.375   9.275  11.461   7.865  
 0.130  3034.   -1.15  3.59  0.959    1.000  12.782  12.782  11.874  11.537  11.541  11.046   9.914  10.992  10.215   9.591   7.787   7.898   7.265   7.434   6.830   7.183   9.078  11.171   7.686  
 0.150  3076.   -1.10  3.62  0.990    1.000  12.578  12.578  11.607  11.260  11.250  10.771   9.639  10.672   9.938   9.335   7.601   7.691   7.093   7.257   6.682   6.997   8.885  10.874   7.514  
 0.170  3126.   -1.02  3.62  1.060    1.000  12.277  12.277  11.268  10.911  10.889  10.424   9.300  10.294   9.596   9.011   7.336   7.412   6.844   7.003   6.453   6.739   8.615  10.512   7.263  
 0.200  3202.   -0.96  3.67  1.077    1.000  12.021  12.021  11.012  10.601  10.545  10.097   8.970   9.916   9.267   8.708   7.129   7.182   6.659   6.810   6.297   6.543   8.395  10.166   7.073  
 0.300  3428.   -0.72  3.73  1.238    1.000  11.161  11.161  10.135   9.570   9.427   9.026   7.888   8.694   8.170   7.685   6.394   6.385   5.981   6.110   5.689   5.847   7.590   9.034   6.367  
 0.400  3606.   -0.55  3.77  1.363    1.000  10.555  10.555   9.508   8.789   8.573   8.211   7.037   7.723   7.299   6.880   5.869   5.799   5.503   5.609   5.262   5.359   6.964   8.148   5.845  
 0.500  3763.   -0.41  3.80  1.476    1.000   9.988   9.988   8.953   8.153   7.896   7.571   6.407   7.004   6.648   6.276   5.448   5.350   5.120   5.209   4.910   4.979   6.455   7.470   5.422  
 0.600  3906.   -0.29  3.83  1.562    1.000   9.492   9.492   8.483   7.632   7.351   7.048   5.877   6.421   6.106   5.767   5.112   4.998   4.820   4.894   4.632   4.684   6.030   6.912   5.078  
 0.700  4033.   -0.18  3.84  1.659    0.999   8.989   8.989   8.037   7.204   6.911   6.647   5.419   5.962   5.656   5.329   4.804   4.684   4.535   4.601   4.364   4.406   5.654   6.457   4.758  
 0.800  4153.   -0.09  3.86  1.748    0.996   8.481   8.481   7.618   6.848   6.549   6.345   5.010   5.582   5.269   4.940   4.526   4.403   4.275   4.335   4.116   4.152   5.323   6.074   4.467  
 0.900  4259.   -0.00  3.87  1.833    0.986   8.019   8.019   7.232   6.491   6.200   5.996   4.689   5.256   4.953   4.635   4.285   4.167   4.052   4.107   3.903   3.934   5.039   5.734   4.222  
 1.000  4350.    0.07  3.87  1.917    0.973   7.612   7.612   6.895   6.184   5.902   5.697   4.429   4.986   4.694   4.385   4.074   3.960   3.853   3.905   3.712   3.739   4.796   5.452   4.011  
 1.100  4432.    0.14  3.88  1.995    0.969   7.251   7.251   6.598   5.917   5.646   5.438   4.215   4.757   4.475   4.176   3.889   3.779   3.679   3.728   3.544   3.568   4.588   5.211   3.827  
 1.200  4508.    0.20  3.88  2.072    0.972   6.915   6.915   6.322   5.671   5.411   5.197   4.021   4.548   4.277   3.987   3.716   3.611   3.515   3.561   3.386   3.407   4.396   4.992   3.657  
 1.300  4581.    0.26  3.89  2.148    0.977   6.608   6.608   6.069   5.444   5.195   4.975   3.846   4.357   4.096   3.815   3.555   3.454   3.361   3.406   3.238   3.256   4.218   4.790   3.498  
 1.400  4653.    0.32  3.89  2.220    0.983   6.324   6.324   5.834   5.235   4.996   4.770   3.686   4.181   3.930   3.657   3.406   3.308   3.219   3.263   3.101   3.117   4.054   4.605   3.352  
----------------------------------------------------------------------------------------------------------------------------------------



 t (Gyr) =   0.0030
M/Ms  Teff     L/Ls   g    R/Rs   Li/Li0        F33        F33B         F41        F45B         F47         F51         FHa         F57        F63B         F67         F75         F78         F82        F82B         F89       G_RSV           G        G_BP        G_RP
 0.010  2142.   -3.13  3.85  0.198    1.000  23.757  23.757  23.077  21.065  20.963  19.956  17.320  19.273  17.743  16.917  15.252  15.091  13.811  14.057  12.825  13.961  15.639  19.524  14.002  
 0.015  2406.   -2.79  3.88  0.232    1.000  20.008  20.008  19.548  18.409  18.319  17.535  15.919  17.568  16.226  15.407  13.238  13.355  12.229  12.474  11.442  12.349  14.145  17.743  12.558  
 0.020  2545.   -2.57  3.89  0.267    1.000  18.368  18.368  17.779  16.992  16.932  16.243  14.888  16.362  15.169  14.385  12.198  12.353  11.376  11.598  10.694  11.413  13.293  16.512  11.748  
 0.030  2706.   -2.17  3.77  0.373    1.000  16.399  16.399  15.671  15.159  15.149  14.533  13.252  14.552  13.547  12.826  10.774  10.918  10.108  10.304   9.535  10.071  11.997  14.728  10.509  
 0.040  2784.   -1.92  3.69  0.470    1.000  15.391  15.391  14.614  14.185  14.193  13.605  12.352  13.586  12.655  11.964   9.993  10.124   9.376   9.562   8.846   9.318  11.245  13.768   9.784  
 0.050  2831.   -1.74  3.64  0.559    1.000  14.774  14.774  13.977  13.592  13.610  13.040  11.809  13.017  12.113  11.434   9.490   9.621   8.894   9.077   8.381   8.833  10.754  13.192   9.305  
 0.060  2870.   -1.61  3.61  0.634    1.000  14.329  14.329  13.523  13.163  13.187  12.632  11.422  12.613  11.726  11.054   9.123   9.256   8.541   8.722   8.039   8.480  10.396  12.781   8.954  
 0.070  2906.   -1.51  3.60  0.695    1.000  13.980  13.980  13.164  12.819  12.843  12.302  11.112  12.285  11.415  10.750   8.834   8.968   8.265   8.444   7.773   8.203  10.114  12.448   8.679  
 0.072  2911.   -1.49  3.59  0.710    1.000  13.912  13.912  13.093  12.752  12.776  12.237  11.050  12.221  11.354  10.690   8.776   8.910   8.209   8.387   7.719   8.146  10.057  12.383   8.623  
 0.075  2919.   -1.46  3.59  0.727    1.000  13.827  13.827  13.005  12.665  12.689  12.153  10.971  12.136  11.274  10.612   8.704   8.837   8.139   8.317   7.652   8.076   9.985  12.298   8.554  
 0.080  2931.   -1.42  3.58  0.758    1.000  13.684  13.684  12.856  12.520  12.544  12.012  10.838  11.996  11.141  10.482   8.580   8.713   8.020   8.197   7.538   7.956   9.864  12.157   8.436  
 0.090  2956.   -1.36  3.59  0.794    1.000  13.487  13.487  12.649  12.309  12.326  11.802  10.640  11.780  10.943  10.292   8.410   8.539   7.860   8.035   7.389   7.792   9.697  11.944   8.277  
 0.100  2998.   -1.44  3.74  0.710    1.000  13.583  13.583  12.742  12.342  12.324  11.815  10.651  11.752  10.960  10.329   8.510   8.621   7.977   8.148   7.533   7.893   9.799  11.945   8.397  
 0.110  3016.   -1.39  3.75  0.736    1.000  13.440  13.440  12.573  12.172  12.150  11.648  10.485  11.568  10.794  10.171   8.381   8.484   7.854   8.023   7.421   7.766   9.668  11.769   8.275  
 0.130  3052.   -1.32  3.76  0.783    1.000  13.181  13.181  12.260  11.860  11.831  11.342  10.180  11.226  10.487   9.882   8.149   8.236   7.635   7.799   7.220   7.536   9.430  11.444   8.055  
 0.150  3088.   -1.25  3.78  0.827    1.000  12.934  12.934  11.955  11.560  11.525  11.049   9.887  10.896  10.193   9.605   7.933   8.003   7.431   7.591   7.036   7.322   9.207  11.131   7.850  
 0.170  3127.   -1.18  3.78  0.882    1.000  12.672  12.672  11.674  11.270  11.226  10.761   9.603  10.585   9.907   9.333   7.706   7.765   7.216   7.372   6.835   7.101   8.975  10.832   7.633  
 0.200  3196.   -1.10  3.81  0.917    1.000  12.374  12.374  11.379  10.934  10.864  10.415   9.259  10.199   9.562   9.011   7.466   7.508   6.996   7.146   6.640   6.874   8.723  10.470   7.409  
 0.300  3404.   -0.86  3.86  1.067    1.000  11.493  11.493  10.491   9.924   9.783   9.376   8.216   9.034   8.508   8.022   6.733   6.721   6.316   6.446   6.024   6.179   7.929   9.378   6.704  
 0.400  3582.   -0.68  3.89  1.186    1.000  10.859  10.859   9.841   9.138   8.930   8.563   7.377   8.082   7.650   7.225   6.191   6.126   5.820   5.929   5.575   5.677   7.295   8.501   6.167  
 0.500  3731.   -0.54  3.91  1.292    1.000  10.316  10.316   9.303   8.524   8.276   7.944   6.765   7.388   7.019   6.637   5.774   5.681   5.438   5.531   5.222   5.296   6.800   7.846   5.749  
 0.600  3868.   -0.42  3.94  1.374    0.996   9.842   9.842   8.845   8.011   7.735   7.429   6.249   6.815   6.488   6.140   5.437   5.328   5.135   5.214   4.943   4.999   6.381   7.298   5.407  
 0.700  3998.   -0.31  3.96  1.458    0.978   9.363   9.363   8.399   7.542   7.252   6.964   5.787   6.320   6.019   5.694   5.127   5.011   4.853   4.922   4.678   4.723   5.995   6.813   5.088  
 0.800  4120.   -0.21  3.97  1.535    0.918   8.867   8.867   7.992   7.215   6.911   6.713   5.369   5.944   5.627   5.295   4.849   4.725   4.590   4.654   4.430   4.467   5.666   6.439   4.793  
 0.900  4232.   -0.13  3.98  1.604    0.873   8.403   8.403   7.601   6.849   6.551   6.356   5.036   5.605   5.299   4.978   4.608   4.488   4.369   4.426   4.219   4.251   5.375   6.087   4.546  
 1.000  4330.   -0.05  3.99  1.674    0.875   7.978   7.978   7.250   6.529   6.241   6.044   4.760   5.321   5.025   4.714   4.392   4.277   4.168   4.221   4.026   4.054   5.123   5.790   4.329  
 1.100  4421.    0.02  3.99  1.747    0.899   7.574   7.574   6.919   6.232   5.955   5.754   4.518   5.064   4.780   4.479   4.187   4.078   3.975   4.025   3.841   3.866   4.891   5.520   4.126  
 1.200  4505.    0.09  4.00  1.817    0.925   7.208   7.208   6.619   5.964   5.700   5.494   4.310   4.838   4.566   4.275   4.003   3.898   3.800   3.848   3.673   3.694   4.684   5.283   3.944  
 1.300  4588.    0.15  4.00  1.887    0.947   6.867   6.867   6.339   5.714   5.462   5.250   4.118   4.628   4.368   4.086   3.827   3.726   3.634   3.679   3.512   3.530   4.490   5.061   3.771  
 1.400  4671.    0.22  4.00  1.967    0.965   6.531   6.531   6.059   5.464   5.224   5.004   3.925   4.417   4.167   3.896   3.647   3.550   3.462   3.506   3.346   3.362   4.293   4.839   3.594  
----------------------------------------------------------------------------------------------------------------------------------------
 t (Gyr) =   0.0040
M/Ms  Teff     L/Ls   g    R/Rs   Li/Li0        F33        F33B         F41        F45B         F47         F51         FHa         F57        F63B         F67         F75         F78         F82        F82B         F89       G_RSV           G        G_BP        G_RP
 0.010  2053.   -3.27  3.91  0.184    1.000  25.403  25.403  24.346  22.177  22.061  21.024  17.836  19.887  18.274  17.446  16.001  15.732  14.480  14.683  13.393  14.525  16.224  20.143  14.573  
 0.015  2362.   -2.89  3.95  0.215    1.000  20.861  20.861  20.438  19.042  18.928  18.100  16.298  18.014  16.627  15.802  13.695  13.778  12.603  12.854  11.779  12.738  14.510  18.218  12.911  
 0.020  2535.   -2.61  3.92  0.257    1.000  18.576  18.576  18.004  17.167  17.096  16.400  15.037  16.526  15.317  14.529  12.335  12.491  11.497  11.723  10.808  11.541  13.417  16.675  11.867  
 0.030  2705.   -2.19  3.78  0.367    1.000  16.445  16.445  15.718  15.197  15.185  14.568  13.286  14.586  13.581  12.860  10.808  10.952  10.142  10.338   9.568  10.104  12.031  14.763  10.542  
 0.040  2785.   -1.95  3.72  0.457    1.000  15.465  15.465  14.690  14.247  14.250  13.662  12.406  13.639  12.709  12.019  10.050  10.181   9.434   9.620   8.905   9.375  11.303  13.824   9.842  
 0.050  2834.   -1.78  3.68  0.534    1.000  14.877  14.877  14.084  13.678  13.688  13.118  11.884  13.088  12.189  11.512   9.574   9.703   8.980   9.162   8.470   8.916  10.839  13.270   9.391  
 0.060  2875.   -1.68  3.69  0.582    1.000  14.525  14.525  13.724  13.327  13.334  12.780  11.561  12.744  11.867  11.200   9.284   9.412   8.705   8.885   8.208   8.639  10.557  12.925   9.118  
 0.070  2914.   -1.64  3.73  0.595    1.000  14.329  14.329  13.520  13.108  13.101  12.561  11.352  12.509  11.661  11.006   9.124   9.246   8.560   8.737   8.081   8.487  10.403  12.699   8.976  
 0.072  2921.   -1.63  3.74  0.601    1.000  14.280  14.280  13.469  13.056  13.047  12.510  11.303  12.456  11.612  10.959   9.083   9.204   8.521   8.698   8.046   8.447  10.363  12.647   8.938  
