log(sep) DeltaG log(RUWE) sigma_log(RUWE)
 2.525  4.800 0.308076  0.22980 
 2.575  4.800 0.300343  0.22956 
 2.625  4.800 0.285756  0.22934 
 2.675  4.800 0.265203  0.22917 
 2.725  4.800 0.239829  0.22909 
 2.775  4.800 0.210952  0.22914 
 2.825  4.800 0.179975  0.22931 
 2.875  4.800 0.148299  0.22958 
 2.925  4.800 0.117242  0.22989 
 2.975  4.800 0.087975  0.23017 
 3.025  4.800 0.061467  0.23035 
 3.075  4.800 0.038451  0.23036 
 3.125  4.800 0.019415  0.23013 
 3.175  4.800 0.004598  0.22968 
 3.225  4.800 -0.005994  0.22907 
 3.275  4.800 -0.012555  0.22847 
 3.325  4.800 -0.015447  0.22823 
 1.275  4.900 0.073406  0.30786 
 1.325  4.900 0.065530  0.29290 
 1.375  4.900 0.054946  0.28013 
 1.425  4.900 0.042164  0.26961 
 1.475  4.900 0.027921  0.26124 
 1.525  4.900 0.013150  0.25479 
 1.575  4.900 -0.001063  0.24991 
 1.625  4.900 -0.013549  0.24623 
 1.675  4.900 -0.023135  0.24339 
 1.725  4.900 -0.028725  0.24111 
 1.775  4.900 -0.029395  0.23918 
 1.825  4.900 -0.024465  0.23746 
 1.875  4.900 -0.013576  0.23591 
 1.925  4.900 0.003273  0.23453 
 1.975  4.900 0.025695  0.23334 
 2.025  4.900 0.052933  0.23237 
 2.075  4.900 0.083885  0.23165 
 2.125  4.900 0.117173  0.23117 
 2.175  4.900 0.151230  0.23090 
 2.225  4.900 0.184392  0.23080 
 2.275  4.900 0.215017  0.23078 
 2.325  4.900 0.241581  0.23079 
 2.375  4.900 0.262785  0.23077 
 2.425  4.900 0.277627  0.23068 
 2.475  4.900 0.285468  0.23050 
 2.525  4.900 0.286054  0.23024 
 2.575  4.900 0.279527  0.22994 
 2.625  4.900 0.266394  0.22964 
 2.675  4.900 0.247483  0.22941 
 2.725  4.900 0.223877  0.22929 
 2.775  4.900 0.196830  0.22931 
 2.825  4.900 0.167686  0.22947 
 2.875  4.900 0.137794  0.22973 
 2.925  4.900 0.108429  0.23005 
 2.975  4.900 0.080725  0.23034 
 3.025  4.900 0.055628  0.23053 
 3.075  4.900 0.033859  0.23053 
 3.125  4.900 0.015900  0.23029 
 3.175  4.900 0.001994  0.22981 
 3.225  4.900 -0.007844  0.22917 
 3.275  4.900 -0.013792  0.22853 
 3.325  4.900 -0.016196  0.22824 
 1.275  5.000 0.073068  0.31049 
 1.325  5.000 0.065214  0.29517 
 1.375  5.000 0.054606  0.28203 
 1.425  5.000 0.041725  0.27113 
 1.475  5.000 0.027277  0.26242 
 1.525  5.000 0.012166  0.25566 
 1.575  5.000 -0.002553  0.25054 
 1.625  5.000 -0.015736  0.24668 
 1.675  5.000 -0.026225  0.24373 
 1.725  5.000 -0.032934  0.24138 
 1.775  5.000 -0.034933  0.23942 
 1.825  5.000 -0.031528  0.23771 
 1.875  5.000 -0.022329  0.23618 
 1.925  5.000 -0.007294  0.23484 
 1.975  5.000 0.013246  0.23370 
 2.025  5.000 0.038593  0.23279 
 2.075  5.000 0.067714  0.23213 
 2.125  5.000 0.099302  0.23172 
 2.175  5.000 0.131853  0.23150 
 2.225  5.000 0.163768  0.23144 
 2.275  5.000 0.193451  0.23145 
 2.325  5.000 0.219419  0.23147 
 2.375  5.000 0.240391  0.23144 
 2.425  5.000 0.255374  0.23131 
 2.475  5.000 0.263715  0.23107 
 2.525  5.000 0.265135  0.23074 
 2.575  5.000 0.259735  0.23036 
 2.625  5.000 0.247973  0.22999 
 2.675  5.000 0.230619  0.22969 
 2.725  5.000 0.208694  0.22952 
 2.775  5.000 0.183393  0.22950 
 2.825  5.000 0.156003  0.22964 
 2.875  5.000 0.127821  0.22990 
 2.925  5.000 0.100078  0.23022 
 2.975  5.000 0.073876  0.23052 
 3.025  5.000 0.050138  0.23071 
 3.075  5.000 0.029570  0.23071 
 3.125  5.000 0.012649  0.23046 
 3.175  5.000 -0.000380  0.22996 
 3.225  5.000 -0.009490  0.22928 
 3.275  5.000 -0.014848  0.22860 
 3.325  5.000 -0.016784  0.22827 
 1.275  5.100 0.072686  0.31314 
 1.325  5.100 0.064882  0.29748 
 1.375  5.100 0.054286  0.28395 
 1.425  5.100 0.041353  0.27268 
 1.475  5.100 0.026757  0.26360 
 1.525  5.100 0.011373  0.25654 
 1.575  5.100 -0.003775  0.25116 
 1.625  5.100 -0.017567  0.24712 
 1.675  5.100 -0.028865  0.24405 
 1.725  5.100 -0.036592  0.24163 
 1.775  5.100 -0.039816  0.23965 
 1.825  5.100 -0.037830  0.23795 
 1.875  5.100 -0.030216  0.23646 
 1.925  5.100 -0.016894  0.23517 
 1.975  5.100 0.001856  0.23410 
 2.025  5.100 0.025395  0.23326 
 2.075  5.100 0.052756  0.23268 
 2.125  5.100 0.082698  0.23233 
 2.175  5.100 0.113784  0.23218 
 2.225  5.100 0.144473  0.23217 
 2.275  5.100 0.173220  0.23221 
 2.325  5.100 0.198577  0.23224 
 2.375  5.100 0.219289  0.23219 
 2.425  5.100 0.234367  0.23202 
 2.475  5.100 0.243150  0.23172 
 2.525  5.100 0.245334  0.23131 
 2.575  5.100 0.240984  0.23084 
 2.625  5.100 0.230508  0.23039 
 2.675  5.100 0.214625  0.23001 
 2.725  5.100 0.194295  0.22978 
 2.775  5.100 0.170655  0.22971 
 2.825  5.100 0.144937  0.22983 
 2.875  5.100 0.118388  0.23008 
 2.925  5.100 0.092198  0.23041 
 2.975  5.100 0.067437  0.23071 
 3.025  5.100 0.045001  0.23091 
 3.075  5.100 0.025586  0.23091 
 3.125  5.100 0.009662  0.23064 
 3.175  5.100 -0.002523  0.23011 
 3.225  5.100 -0.010934  0.22940 
 3.275  5.100 -0.015726  0.22868 
 3.325  5.100 -0.017213  0.22832 
 1.275  5.200 0.072260  0.31581 
 1.325  5.200 0.064533  0.29981 
 1.375  5.200 0.053986  0.28590 
 1.425  5.200 0.041046  0.27424 
 1.475  5.200 0.026359  0.26481 
 1.525  5.200 0.010767  0.25742 
 1.575  5.200 -0.004733  0.25178 
 1.625  5.200 -0.019050  0.24755 
 1.675  5.200 -0.031063  0.24435 
 1.725  5.200 -0.039707  0.24187 
 1.775  5.200 -0.044052  0.23987 
 1.825  5.200 -0.043379  0.23819 
 1.875  5.200 -0.037246  0.23675 
 1.925  5.200 -0.025536  0.23553 
 1.975  5.200 -0.008482  0.23453 
 2.025  5.200 0.013334  0.23379 
 2.075  5.200 0.039008  0.23329 
 2.125  5.200 0.067362  0.23303 
 2.175  5.200 0.097024  0.23295 
 2.225  5.200 0.126511  0.23300 
 2.275  5.200 0.154327  0.23307 
 2.325  5.200 0.179063  0.23311 
 2.375  5.200 0.199486  0.23304 
 2.425  5.200 0.214615  0.23282 
 2.475  5.200 0.223783  0.23245 
 2.525  5.200 0.226663  0.23195 
 2.575  5.200 0.223285  0.23139 
 2.625  5.200 0.214013  0.23084 
 2.675  5.200 0.199513  0.23037 
 2.725  5.200 0.180690  0.23007 
 2.775  5.200 0.158626  0.22996 
 2.825  5.200 0.134498  0.23005 
 2.875  5.200 0.109505  0.23029 
 2.925  5.200 0.084797  0.23061 
 2.975  5.200 0.061411  0.23093 
 3.025  5.200 0.040222  0.23113 
 3.075  5.200 0.021910  0.23112 
 3.125  5.200 0.006942  0.23083 
 3.175  5.200 -0.004435  0.23028 
 3.225  5.200 -0.012178  0.22953 
 3.275  5.200 -0.016429  0.22878 
 3.325  5.200 -0.017489  0.22838 
 1.275  5.300 0.071789  0.31851 
 1.325  5.300 0.064166  0.30217 
 1.375  5.300 0.053702  0.28788 
 1.425  5.300 0.040800  0.27583 
 1.475  5.300 0.026077  0.26602 
 1.525  5.300 0.010343  0.25831 
 1.575  5.300 -0.005435  0.25240 
 1.625  5.300 -0.020190  0.24797 
 1.675  5.300 -0.032826  0.24464 
 1.725  5.300 -0.042289  0.24209 
 1.775  5.300 -0.047651  0.24008 
 1.825  5.300 -0.048186  0.23843 
 1.875  5.300 -0.043428  0.23705 
 1.925  5.300 -0.033229  0.23591 
 1.975  5.300 -0.017776  0.23502 
 2.025  5.300 0.002403  0.23437 
 2.075  5.300 0.026461  0.23398 
 2.125  5.300 0.053287  0.23382 
 2.175  5.300 0.081569  0.23382 
 2.225  5.300 0.109879  0.23392 
 2.275  5.300 0.136773  0.23404 
 2.325  5.300 0.160878  0.23408 
 2.375  5.300 0.180985  0.23399 
 2.425  5.300 0.196124  0.23371 
 2.475  5.300 0.205619  0.23326 
 2.525  5.300 0.209128  0.23267 
 2.575  5.300 0.206646  0.23200 
 2.625  5.300 0.198495  0.23134 
 2.675  5.300 0.185292  0.23079 
 2.725  5.300 0.167889  0.23041 
 2.775  5.300 0.147313  0.23024 
 2.825  5.300 0.124692  0.23030 
 2.875  5.300 0.101177  0.23052 
 2.925  5.300 0.077879  0.23085 
 2.975  5.300 0.055803  0.23116 
 3.025  5.300 0.035803  0.23136 
 3.075  5.300 0.018544  0.23134 
 3.125  5.300 0.004487  0.23104 
 3.175  5.300 -0.006119  0.23046 
 3.225  5.300 -0.013224  0.22967 
 3.275  5.300 -0.016960  0.22889 
 3.325  5.300 -0.017614  0.22847 
 1.275  5.400 0.071274  0.32123 
 1.325  5.400 0.063780  0.30455 
 1.375  5.400 0.053434  0.28989 
 1.425  5.400 0.040614  0.27745 
 1.475  5.400 0.025907  0.26726 
 1.525  5.400 0.010095  0.25920 
 1.575  5.400 -0.005887  0.25302 
 1.625  5.400 -0.020999  0.24838 
 1.675  5.400 -0.034166  0.24492 
 1.725  5.400 -0.044350  0.24231 
 1.775  5.400 -0.050627  0.24029 
 1.825  5.400 -0.052264  0.23868 
 1.875  5.400 -0.048777  0.23737 
 1.925  5.400 -0.039987  0.23633 
 1.975  5.400 -0.026040  0.23555 
 2.025  5.400 -0.007413  0.23503 
 2.075  5.400 0.015106  0.23475 
 2.125  5.400 0.040464  0.23470 
 2.175  5.400 0.067409  0.23479 
 2.225  5.400 0.094571  0.23496 
 2.275  5.400 0.120553  0.23512 
 2.325  5.400 0.144019  0.23517 
 2.375  5.400 0.163785  0.23504 
 2.425  5.400 0.178893  0.23471 
 2.475  5.400 0.188662  0.23418 
 2.525  5.400 0.192733  0.23348 
 2.575  5.400 0.191070  0.23269 
 2.625  5.400 0.183959  0.23192 
 2.675  5.400 0.171966  0.23126 
 2.725  5.400 0.155896  0.23080 
 2.775  5.400 0.136722  0.23057 
 2.825  5.400 0.115524  0.23059 
 2.875  5.400 0.093408  0.23079 
 2.925  5.400 0.071447  0.23111 
 2.975  5.400 0.050616  0.23143 
 3.025  5.400 0.031745  0.23162 
 3.075  5.400 0.015488  0.23159 
 3.125  5.400 0.002298  0.23127 
 3.175  5.400 -0.007575  0.23066 
 3.225  5.400 -0.014074  0.22984 
 3.275  5.400 -0.017323  0.22903 
 3.325  5.400 -0.017593  0.22858 
 1.275  5.500 0.070715  0.32397 
 1.325  5.500 0.063373  0.30696 
 1.375  5.500 0.053178  0.29192 
 1.425  5.500 0.040482  0.27908 
 1.475  5.500 0.025844  0.26851 
 1.525  5.500 0.010015  0.26011 
 1.575  5.500 -0.006099  0.25365 
 1.625  5.500 -0.021486  0.24880 
 1.675  5.500 -0.035095  0.24520 
 1.725  5.500 -0.045903  0.24253 
 1.775  5.500 -0.052994  0.24050 
 1.825  5.500 -0.055628  0.23894 
 1.875  5.500 -0.053309  0.23773 
 1.925  5.500 -0.045827  0.23680 
 1.975  5.500 -0.033290  0.23615 
 2.025  5.500 -0.016128  0.23576 
 2.075  5.500 0.004926  0.23562 
 2.125  5.500 0.028878  0.23568 
 2.175  5.500 0.054533  0.23588 
 2.225  5.500 0.080576  0.23612 
 2.275  5.500 0.105657  0.23632 
 2.325  5.500 0.128478  0.23638 
 2.375  5.500 0.147881  0.23622 
 2.425  5.500 0.162918  0.23582 
 2.475  5.500 0.172909  0.23519 
 2.525  5.500 0.177476  0.23438 
 2.575  5.500 0.176560  0.23347 
 2.625  5.500 0.170405  0.23258 
 2.675  5.500 0.159538  0.23180 
 2.725  5.500 0.144712  0.23124 
 2.775  5.500 0.126855  0.23095 
 2.825  5.500 0.106995  0.23092 
 2.875  5.500 0.086200  0.23110 
 2.925  5.500 0.065502  0.23141 
 2.975  5.500 0.045849  0.23172 
 3.025  5.500 0.028049  0.23191 
 3.075  5.500 0.012740  0.23186 
 3.125  5.500 0.000372  0.23152 
 3.175  5.500 -0.008806  0.23088 
 3.225  5.500 -0.014733  0.23003 
 3.275  5.500 -0.017521  0.22919 
 3.325  5.500 -0.017431  0.22873 
 1.275  5.600 0.070111  0.32673 
 1.325  5.600 0.062946  0.30939 
 1.375  5.600 0.052933  0.29398 
 1.425  5.600 0.040401  0.28075 
 1.475  5.600 0.025882  0.26979 
 1.525  5.600 0.010096  0.26104 
 1.575  5.600 -0.006079  0.25428 
 1.625  5.600 -0.021663  0.24921 
 1.675  5.600 -0.035626  0.24548 
 1.725  5.600 -0.046964  0.24275 
 1.775  5.600 -0.054768  0.24073 
 1.825  5.600 -0.058298  0.23923 
 1.875  5.600 -0.057044  0.23812 
 1.925  5.600 -0.050769  0.23732 
 1.975  5.600 -0.039548  0.23682 
 2.025  5.600 -0.023763  0.23658 
 2.075  5.600 -0.004098  0.23658 
 2.125  5.600 0.018510  0.23678 
 2.175  5.600 0.042922  0.23709 
 2.225  5.600 0.067877  0.23741 
 2.275  5.600 0.092071  0.23765 
 2.325  5.600 0.114243  0.23771 
 2.375  5.600 0.133261  0.23752 
 2.425  5.600 0.148191  0.23706 
 2.475  5.600 0.158352  0.23632 
 2.525  5.600 0.163353  0.23539 
 2.575  5.600 0.163109  0.23434 
 2.625  5.600 0.157832  0.23331 
 2.675  5.600 0.148005  0.23242 
 2.725  5.600 0.134338  0.23176 
 2.775  5.600 0.117710  0.23139 
 2.825  5.600 0.099107  0.23131 
 2.875  5.600 0.079552  0.23146 
 2.925  5.600 0.060045  0.23175 
 2.975  5.600 0.041502  0.23205 
 3.025  5.600 0.024712  0.23223 
 3.075  5.600 0.010300  0.23217 
 3.125  5.600 -0.001293  0.23180 
 3.175  5.600 -0.009816  0.23112 
 3.225  5.600 -0.015203  0.23024 
 3.275  5.600 -0.017560  0.22938 
 3.325  5.600 -0.017133  0.22891 
 1.275  5.700 0.069464  0.32950 
 1.325  5.700 0.062497  0.31185 
 1.375  5.700 0.052696  0.29607 
 1.425  5.700 0.040366  0.28244 
 1.475  5.700 0.026014  0.27109 
 1.525  5.700 0.010330  0.26198 
 1.575  5.700 -0.005840  0.25493 
 1.625  5.700 -0.021542  0.24964 
 1.675  5.700 -0.035774  0.24577 
 1.725  5.700 -0.047549  0.24298 
 1.775  5.700 -0.055969  0.24098 
 1.825  5.700 -0.060294  0.23955 
 1.875  5.700 -0.060002  0.23855 
 1.925  5.700 -0.054836  0.23790 
 1.975  5.700 -0.044835  0.23756 
 2.025  5.700 -0.030342  0.23749 
 2.075  5.700 -0.011989  0.23766 
 2.125  5.700 0.009338  0.23800 
 2.175  5.700 0.032557  0.23842 
 2.225  5.700 0.056455  0.23883 
 2.275  5.700 0.079776  0.23912 
 2.325  5.700 0.101297  0.23919 
 2.375  5.700 0.119911  0.23896 
 2.425  5.700 0.134699  0.23842 
 2.475  5.700 0.144980  0.23758 
 2.525  5.700 0.150354  0.23651 
 2.575  5.700 0.150711  0.23532 
 2.625  5.700 0.146233  0.23415 
 2.675  5.700 0.137363  0.23312 
 2.725  5.700 0.124770  0.23235 
 2.775  5.700 0.109287  0.23189 
 2.825  5.700 0.091856  0.23175 
 2.875  5.700 0.073463  0.23187 
 2.925  5.700 0.055073  0.23214 
 2.975  5.700 0.037573  0.23243 
 3.025  5.700 0.021733  0.23259 
 3.075  5.700 0.008164  0.23251 
 3.125  5.700 -0.002700  0.23212 
 3.175  5.700 -0.010608  0.23141 
 3.225  5.700 -0.015490  0.23049 
 3.275  5.700 -0.017443  0.22960 
 3.325  5.700 -0.016705  0.22914 
 1.275  5.800 0.068772  0.33230 
 1.325  5.800 0.062024  0.31434 
 1.375  5.800 0.052464  0.29819 
 1.425  5.800 0.040374  0.28417 
 1.475  5.800 0.026235  0.27243 
 1.525  5.800 0.010709  0.26296 
 1.575  5.800 -0.005390  0.25560 
 1.625  5.800 -0.021138  0.25009 
 1.675  5.800 -0.035555  0.24608 
 1.725  5.800 -0.047677  0.24323 
 1.775  5.800 -0.056617  0.24125 
 1.825  5.800 -0.061638  0.23991 
 1.875  5.800 -0.062208  0.23904 
 1.925  5.800 -0.058052  0.23856 
 1.975  5.800 -0.049178  0.23840 
 2.025  5.800 -0.035891  0.23851 
 2.075  5.800 -0.018774  0.23885 
 2.125  5.800 0.001336  0.23935 
 2.175  5.800 0.023410  0.23990 
 2.225  5.800 0.046285  0.24040 
 2.275  5.800 0.068750  0.24074 
 2.325  5.800 0.089619  0.24081 
 2.375  5.800 0.107813  0.24054 
 2.425  5.800 0.122425  0.23992 
 2.475  5.800 0.132780  0.23896 
 2.525  5.800 0.138466  0.23775 
 2.575  5.800 0.139355  0.23641 
 2.625  5.800 0.135598  0.23508 
 2.675  5.800 0.127605  0.23392 
 2.725  5.800 0.116000  0.23303 
 2.775  5.800 0.101577  0.23248 
 2.825  5.800 0.085238  0.23227 
 2.875  5.800 0.067929  0.23235 
 2.925  5.800 0.050582  0.23260 
 2.975  5.800 0.034059  0.23286 
 3.025  5.800 0.019108  0.23301 
 3.075  5.800 0.006328  0.23290 
 3.125  5.800 -0.003853  0.23247 
 3.175  5.800 -0.011186  0.23173 
 3.225  5.800 -0.015598  0.23078 
 3.275  5.800 -0.017176  0.22987 
 3.325  5.800 -0.016151  0.22941 
 1.275  5.900 0.068036  0.33511 
 1.325  5.900 0.061527  0.31685 
 1.375  5.900 0.052234  0.30034 
 1.425  5.900 0.040419  0.28593 
 1.475  5.900 0.026537  0.27379 
 1.525  5.900 0.011221  0.26396 
 1.575  5.900 -0.004744  0.25630 
 1.625  5.900 -0.020463  0.25056 
 1.675  5.900 -0.034986  0.24642 
 1.725  5.900 -0.047367  0.24352 
 1.775  5.900 -0.056734  0.24157 
 1.825  5.900 -0.062354  0.24032 
 1.875  5.900 -0.063688  0.23960 
 1.925  5.900 -0.060446  0.23930 
 1.975  5.900 -0.052607  0.23933 
 2.025  5.900 -0.040439  0.23965 
 2.075  5.900 -0.024483  0.24018 
 2.125  5.900 -0.005526  0.24084 
 2.175  5.900 0.015452  0.24153 
 2.225  5.900 0.037340  0.24212 
 2.275  5.900 0.058966  0.24251 
 2.325  5.900 0.079185  0.24258 
 2.375  5.900 0.096942  0.24227 
 2.425  5.900 0.111348  0.24156 
 2.475  5.900 0.121731  0.24048 
 2.525  5.900 0.127672  0.23912 
 2.575  5.900 0.129026  0.23762 
 2.625  5.900 0.125916  0.23614 
 2.675  5.900 0.118718  0.23482 
 2.725  5.900 0.108020  0.23380 
 2.775  5.900 0.094575  0.23316 
 2.825  5.900 0.079246  0.23288 
 2.875  5.900 0.062943  0.23291 
 2.925  5.900 0.046567  0.23312 
 2.975  5.900 0.030954  0.23336 
 3.025  5.900 0.016833  0.23348 
 3.075  5.900 0.004789  0.23334 
 3.125  5.900 -0.004757  0.23288 
 3.175  5.900 -0.011556  0.23210 
 3.225  5.900 -0.015531  0.23112 
 3.275  5.900 -0.016765  0.23020 
 3.325  5.900 -0.015478  0.22975 
 1.275  6.000 0.067256  0.33794 
 1.325  6.000 0.061004  0.31939 
 1.375  6.000 0.052003  0.30253 
 1.425  6.000 0.040496  0.28773 
 1.475  6.000 0.026913  0.27520 
 1.525  6.000 0.011859  0.26501 
 1.575  6.000 -0.003912  0.25704 
 1.625  6.000 -0.019535  0.25108 
 1.675  6.000 -0.034085  0.24679 
 1.725  6.000 -0.046641  0.24385 
 1.775  6.000 -0.056344  0.24194 
 1.825  6.000 -0.062468  0.24079 
 1.875  6.000 -0.064472  0.24024 
 1.925  6.000 -0.062048  0.24013 
 1.975  6.000 -0.055153  0.24038 
 2.025  6.000 -0.044020  0.24091 
 2.075  6.000 -0.029149  0.24164 
 2.125  6.000 -0.011281  0.24248 
 2.175  6.000 0.008653  0.24331 
 2.225  6.000 0.029587  0.24400 
 2.275  6.000 0.050395  0.24444 
 2.325  6.000 0.069965  0.24452 
 2.375  6.000 0.087272  0.24416 
 2.425  6.000 0.101443  0.24336 
 2.475  6.000 0.111811  0.24215 
 2.525  6.000 0.117953  0.24064 
 2.575  6.000 0.119706  0.23897 
 2.625  6.000 0.117171  0.23731 
 2.675  6.000 0.110690  0.23584 
 2.725  6.000 0.100818  0.23469 
 2.775  6.000 0.088270  0.23393 
 2.825  6.000 0.073871  0.23358 
 2.875  6.000 0.058498  0.23355 
 2.925  6.000 0.043021  0.23372 
 2.975  6.000 0.028252  0.23393 
 3.025  6.000 0.014901  0.23402 
 3.075  6.000 0.003539  0.23385 
 3.125  6.000 -0.005417  0.23334 
 3.175  6.000 -0.011722  0.23252 
 3.225  6.000 -0.015296  0.23151 
 3.275  6.000 -0.016216  0.23059 
 3.325  6.000 -0.014691  0.23016 
 1.275  6.100 0.066433  0.34079 
 1.325  6.100 0.060454  0.32195 
 1.375  6.100 0.051768  0.30476 
 1.425  6.100 0.040601  0.28957 
 1.475  6.100 0.027356  0.27666 
 1.525  6.100 0.012612  0.26610 
 1.575  6.100 -0.002908  0.25783 
 1.625  6.100 -0.018368  0.25163 
 1.675  6.100 -0.032872  0.24722 
 1.725  6.100 -0.045520  0.24423 
 1.775  6.100 -0.055472  0.24237 
 1.825  6.100 -0.062009  0.24135 
 1.875  6.100 -0.064588  0.24096 
 1.925  6.100 -0.062890  0.24107 
 1.975  6.100 -0.056850  0.24154 
 2.025  6.100 -0.046669  0.24230 
 2.075  6.100 -0.032808  0.24325 
 2.125  6.100 -0.015965  0.24427 
 2.175  6.100 0.002974  0.24525 
 2.225  6.100 0.022991  0.24605 
 2.275  6.100 0.043001  0.24655 
 2.325  6.100 0.061927  0.24662 
 2.375  6.100 0.078773  0.24622 
 2.425  6.100 0.092682  0.24532 
 2.475  6.100 0.102995  0.24398 
 2.525  6.100 0.109285  0.24230 
 2.575  6.100 0.111374  0.24046 
 2.625  6.100 0.109343  0.23863 
 2.675  6.100 0.103504  0.23699 
 2.725  6.100 0.094379  0.23570 
 2.775  6.100 0.082648  0.23482 
 2.825  6.100 0.069102  0.23438 
 2.875  6.100 0.054584  0.23429 
 2.925  6.100 0.039936  0.23441 
 2.975  6.100 0.025946  0.23459 
 3.025  6.100 0.013305  0.23464 
 3.075  6.100 0.002574  0.23443 
 3.125  6.100 -0.005840  0.23388 
 3.175  6.100 -0.011692  0.23302 
 3.225  6.100 -0.014899  0.23198 
 3.275  6.100 -0.015533  0.23105 
 3.325  6.100 -0.013798  0.23065 
 1.275  6.200 0.065565  0.34365 
 1.325  6.200 0.059875  0.32455 
 1.375  6.200 0.051527  0.30702 
 1.425  6.200 0.040727  0.29147 
 1.475  6.200 0.027858  0.27817 
 1.525  6.200 0.013469  0.26725 
 1.575  6.200 -0.001745  0.25867 
 1.625  6.200 -0.016979  0.25225 
 1.675  6.200 -0.031365  0.24770 
 1.725  6.200 -0.044028  0.24469 
 1.775  6.200 -0.054144  0.24288 
 1.825  6.200 -0.061005  0.24199 
 1.875  6.200 -0.064069  0.24179 
 1.925  6.200 -0.063007  0.24212 
 1.975  6.200 -0.057734  0.24284 
 2.025  6.200 -0.048423  0.24384 
 2.075  6.200 -0.035499  0.24501 
 2.125  6.200 -0.019618  0.24624 
 2.175  6.200 -0.001622  0.24737 
 2.225  6.200 0.017515  0.24828 
 2.275  6.200 0.036748  0.24883 
 2.325  6.200 0.055037  0.24890 
 2.375  6.200 0.071411  0.24845 
 2.425  6.200 0.085034  0.24745 
 2.475  6.200 0.095254  0.24597 
 2.525  6.200 0.101641  0.24413 
 2.575  6.200 0.104007  0.24210 
 2.625  6.200 0.102411  0.24009 
 2.675  6.200 0.097141  0.23828 
 2.725  6.200 0.088687  0.23684 
 2.775  6.200 0.077696  0.23584 
 2.825  6.200 0.064926  0.23530 
 2.875  6.200 0.051190  0.23514 
 2.925  6.200 0.037302  0.23521 
 2.975  6.200 0.024026  0.23534 
 3.025  6.200 0.012038  0.23535 
 3.075  6.200 0.001884  0.23509 
 3.125  6.200 -0.006033  0.23450 
 3.175  6.200 -0.011471  0.23359 
 3.225  6.200 -0.014347  0.23253 
 3.275  6.200 -0.014725  0.23159 
 3.325  6.200 -0.012803  0.23123 
 1.275  6.300 0.064654  0.34654 
 1.325  6.300 0.059266  0.32718 
 1.375  6.300 0.051275  0.30933 
 1.425  6.300 0.040870  0.29341 
 1.475  6.300 0.028411  0.27974 
 1.525  6.300 0.014420  0.26847 
 1.575  6.300 -0.000437  0.25959 
 1.625  6.300 -0.015385  0.25294 
 1.675  6.300 -0.029586  0.24827 
 1.725  6.300 -0.042188  0.24522 
 1.775  6.300 -0.052388  0.24348 
 1.825  6.300 -0.059488  0.24273 
 1.875  6.300 -0.062948  0.24274 
 1.925  6.300 -0.062434  0.24331 
 1.975  6.300 -0.057843  0.24429 
 2.025  6.300 -0.049322  0.24554 
 2.075  6.300 -0.037262  0.24695 
 2.125  6.300 -0.022280  0.24837 
 2.175  6.300 -0.005177  0.24967 
 2.225  6.300 0.013116  0.25069 
 2.275  6.300 0.031595  0.25129 
 2.325  6.300 0.049254  0.25137 
 2.375  6.300 0.065150  0.25085 
 2.425  6.300 0.078464  0.24976 
 2.475  6.300 0.088555  0.24813 
 2.525  6.300 0.094992  0.24613 
 2.575  6.300 0.097577  0.24391 
 2.625  6.300 0.096352  0.24171 
 2.675  6.300 0.091580  0.23973 
 2.725  6.300 0.083722  0.23813 
 2.775  6.300 0.073396  0.23700 
 2.825  6.300 0.061329  0.23636 
 2.875  6.300 0.048303  0.23612 
 2.925  6.300 0.035107  0.23613 
 2.975  6.300 0.022484  0.23620 
 3.025  6.300 0.011090  0.23616 
 3.075  6.300 0.001464  0.23585 
 3.125  6.300 -0.006002  0.23521 
 3.175  6.300 -0.011067  0.23426 
 3.225  6.300 -0.013645  0.23317 
 3.275  6.300 -0.013797  0.23223 
 3.325  6.300 -0.011714  0.23191 
 1.275  6.400 0.063700  0.34945 
 1.325  6.400 0.058626  0.32984 
 1.375  6.400 0.051010  0.31169 
 1.425  6.400 0.041025  0.29542 
 1.475  6.400 0.029008  0.28138 
 1.525  6.400 0.015455  0.26976 
 1.575  6.400 0.001002  0.26058 
 1.625  6.400 -0.013604  0.25372 
 1.675  6.400 -0.027555  0.24892 
 1.725  6.400 -0.040024  0.24586 
 1.775  6.400 -0.050230  0.24419 
 1.825  6.400 -0.057487  0.24360 
 1.875  6.400 -0.061260  0.24382 
 1.925  6.400 -0.061209  0.24464 
 1.975  6.400 -0.057217  0.24589 
 2.025  6.400 -0.049408  0.24740 
 2.075  6.400 -0.038141  0.24906 
 2.125  6.400 -0.023997  0.25069 
 2.175  6.400 -0.007735  0.25215 
 2.225  6.400 0.009753  0.25328 
 2.275  6.400 0.027501  0.25394 
 2.325  6.400 0.044538  0.25401 
 2.375  6.400 0.059949  0.25345 
 2.425  6.400 0.072935  0.25224 
 2.475  6.400 0.082864  0.25048 
 2.525  6.400 0.089305  0.24830 
 2.575  6.400 0.092055  0.24590 
 2.625  6.400 0.091138  0.24350 
 2.675  6.400 0.086796  0.24134 
 2.725  6.400 0.079464  0.23957 
 2.775  6.400 0.069730  0.23831 
 2.825  6.400 0.058293  0.23756 
 2.875  6.400 0.045908  0.23723 
 2.925  6.400 0.033338  0.23717 
 2.975  6.400 0.021306  0.23719 
 3.025  6.400 0.010452  0.23709 
 3.075  6.400 0.001302  0.23672 
 3.125  6.400 -0.005757  0.23602 
 3.175  6.400 -0.010487  0.23503 
